customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
52408f5b63dfdc6b77f1c8414662e4a3,bc2c9d4cffdfa4609cb2f961250ba4d7,21660,rio de janeiro,RJ
cfaee97e3b62357ef1c296faa8553d76,06b08c5a655b72aae399c4411e15cb47,9840,sao bernardo do campo,SP
069a724b11ade79937f258ebc58c74ef,611b8fe01324647fa20c6f629dfa5b6e,8451,sao paulo,SP
a3cc815958a0313f44694efc042434ea,a1dcf2440c6b9aec47d70595ed124ad0,91550,porto alegre,RS
ce990e6331cacfbe30d267a2f847276a,4b384b778ebc0449d0244902bfce7beb,30170,belo horizonte,MG
f909d1f1d804fcf266acd8b68eb25264,de3fd2cb02aa89d030f943936ca17807,3959,sao paulo,SP
388a43487598d630805ec56499bc6ddb,7dc06f440f8107432896e33a18da3e38,7080,guarulhos,SP
0f0242e95194275e6fcb0660f728b7c3,c7ebaf88b0022b8aa6893bf62abaf74f,55644,gravata,PE
506ad507afe195802c80197c61b37ebe,a6287dcde3fcf9870d4254398a407d27,22753,rio de janeiro,RJ
08be5d1f213ea37487f2698ca4b2be07,3eddcc05abf2cf434aae2a9662597353,14015,ribeirao preto,SP
00e200fe66bc8553bd83681887d6176f,fc5e5fe0a1c88aebef8f551bc84abd9c,69020,manaus,AM
9769cf8e0cf29e8df3993c86c6eeceee,0cc3629bcdae6909e00d9512d566f570,13506,rio claro,SP
c908a3e881a6b1e45aba3336b478f445,fafbc4ecb15933633821dfd530c9263b,74555,goiania,GO
8805608b298001962c13dfa81a96229f,4700fb5c5be4d27d6bed7cb5185e6c48,2762,sao paulo,SP
534525d2977800ab718182e9731f540b,df033c6cca61206b057d843131600fc0,49015,aracaju,SE
958f8d94c5c2d21ccf6a43d0e3d50308,144b9f1cf244df05e042b5262ecf97d1,13274,valinhos,SP
8b28d65024bde74b024ae8c9326adf50,d7dcb6a86716cae0bae52007bd8b7822,22793,rio de janeiro,RJ
bb10386818dda2842a580048ccb08fe2,2e636fd512179efa9c6e1b1a28ac7f98,37500,itajuba,MG
dee7ac1315330a02d049ad3b108c7ad4,16d778764561c820ab02b6ea12796b14,38410,uberlandia,MG
7927dfaf0bee1bf23b4e9203355497c0,fbb97973142894c3265d06e676820c5a,96810,santa cruz do sul,RS
6cb393c4edd43586fc9eb664579e6622,38e31fda99a5fb901d27134d18d36c75,30644,belo horizonte,MG
5d8f7d35350a0802b7e4bea9671b132a,589ee29a3decf9bd5cd8492da02efb2e,29155,cariacica,ES
851406b866022c60fdb8a6e862808933,43f0b8fa25a050c02dc18e166ed574ef,85035,guarapuava,PR
7795ad64f8c82d9dc38060df2f3ceab2,db94b7a9542eb59e1d8d0e7191013354,35160,ipatinga,MG
681e1722bde7781f6fba4cb385af0ba5,af366f48405f787edafa83d61e9ab5c5,45810,porto seguro,BA
a55002f0d9ba4aa981a3cc93c669617a,4f463757edb0250ec353ab6f3610cf34,73330,brasilia,DF
dcd17fee6fbe550c0c9662308ef4d69c,e350c8445a78561ccd1eb2f7911684b0,35900,itabira,MG
93df0957b940e713f6615f72c9d0e76f,fa7b428394b88f4f3e244cd84163e81d,13214,jundiai,SP
c0971253b7225c85c559bfa40dae5303,bbfdfbd3af995f06a0da9d30e99fae15,5005,sao paulo,SP
b8106fd2ea14b1cb7d883bdbaafdc82a,e92cf8004da0ba60863ad7d5bd816f5c,8081,sao paulo,SP
d114e26102a11cbc6e7b8c37821d1aa5,b0cb09eb848eddd6485a6a38e5a2f134,29090,vitoria,ES
8624224187c687572378a68f86248076,c899abf9b025c3ecd2e8d8c4051ed1b9,4514,sao paulo,SP
0266506e68e7eac1c7f726da057c28a9,3341514b8049f4a268e4188fb0211d34,3127,sao paulo,SP
2299bcdc88bf79c9062fbd443899ae0e,f5479eed84b3486132141fe08c598b95,3124,sao paulo,SP
3fe7926825b25dda1761bd01bbb4d44c,ea2cf3092f1a6b9641abe79f008ad478,6404,barueri,SP
60582a6628af83a283474d8c94e3ff7a,e106b0bf1efc2352bda60eaeced76675,33600,pedro leopoldo,MG
4811dcb195171d9e345056099833351c,720ac6417c01c1815e7e6e898a549f90,39205,tres marias,MG
601e4637ee77e342cd967dab2de46cab,796af4fac93296428070925a8a78aaa1,70875,brasilia,DF
a8c3f6a95f2ca292f8897f33ade0720f,cb85c247e17145a2883f582786099f12,83203,paranagua,PR
eb55392e91ca4fb066e8c3d099400dd1,04c5ad73047074972e9a1c744c3b4bf8,79333,corumba,MS
9b50d244594b92d3fb3212e1fe203fb0,3be2432d88955b7cc6e9cb71d9d1931e,13070,campinas,SP
254e327149dc394a4edc7ff695098547,39104edef5e46d7b8c61848cc95e6d97,8694,suzano,SP
fe6a32160715340fe6b26874b547d2ea,ec2c939a56b9d792f75a3132ee47c2ec,98160,ivora,RS
77c5ac582cd8d2dbccc1c5faf6971de3,5dbaf31e6f3ccef2df173b8d09a07128,12285,cacapava,SP
b4fe49de4099d1696f0d7d6d00abda0f,1c0ad53bbac159e9a38bcb2ddc56afe2,64490,regeneracao,PI
7f8c8b9c2ae27bf3300f670c3d478be8,634f09f6075fe9032e6c19609ffe995a,44024,feira de santana,BA
04edcf9c41ea594087f93171236b28e2,4e17943c8edf2f66d70f0e97b81aaf17,28085,campos dos goytacazes,RJ
b769ee1c67d0e4f3c5b0abe1a1b958d4,3726ac7519981c0c5a86b98ca38297a4,28055,campos dos goytacazes,RJ
c64e943126adfabb1c2ae21b4bc1e650,d6d67261f2634cdf9ec293cd765c8479,7063,guarulhos,SP
5ba4f0a54e593b777bd6059f7b7e0235,6df827ed74b2b39a2b18b83ba11949c5,88132,palhoca,SC
9072c5068c1ae0867aa8ada4172cc59a,554b6028a7eb7766b87a690bb1b91e69,4324,sao paulo,SP
ff94ffbc7c413bbda6c825d3b7344065,69622cc3c28c760631192198f71fd35a,88301,itajai,SC
71cd7e5e11ae80ed42c6c57ff51a347d,26f8790baee110479bb7cb362e16134a,95795,sao vendelino,RS
ad4950aded55c2ea376be59506456d68,aa2b96dd03307ea6dc4b763c0b5f0b39,7729,caieiras,SP
569cf68214806a39acc0f39344aea67f,c2551ea089b7ebbc67a2ea8757152514,44380,cruz das almas,BA
fd70be8f679574571d4c1ad5dad835bf,c7c57673fe2bd1823ef2ca06c7591df0,9405,ribeirao pires,SP
da13d09c1f518e44de59f89ac25a48a1,d453631105ef4efe9324ff9163c93895,41741,salvador,BA
076f94b60104b86cb0ac29a9bc1dab6a,440fb40fd45aea8a5dc60465f9b3d15d,32681,betim,MG
d94dd892998e1f07d4a84e9475d6c05e,e8cb0c78d44d572d96674d666f082fed,6455,barueri,SP
9bc337d75d1f580b3a4a3af1090ec8f0,88450f30160dc120139ca2a54a1f1524,85601,francisco beltrao,PR
8e149a4af924a374adfb726a1fd859ff,62ee16c2a070f1f24270db18fffa0f5f,4321,sao paulo,SP
bb07e71b9f9329b0b12519d519610049,d864fec759886e2c8ee25038e7f095ab,6419,barueri,SP
90a6d60d171dc59884c02ccb5156befd,0470135d506f45f407a71c9094f62d6d,13920,pedreira,SP
f277efbc37718499302b3e189bde8e35,7c64114d404c93f2c4305a9f2e7dc3eb,46430,guanambi,BA
b29bd54e3f696b788f8473826a68be4e,fab027a1984a0733038af650d749ac7a,8505,ferraz de vasconcelos,SP
2de0a43d39289a6221b5d462bac9a400,d0658aae129bbf2d62a72fb809308a8d,17280,pederneiras,SP
ff4545a3148f5a22667f301e00cb5ad7,70a2aece5345a514bf960b01975aaa60,91330,porto alegre,RS
033c0ab40161f39cabba89a415feffaa,367f810d77e192e1440edd2afa6b07cd,68371,altamira,PA
9d9fc80cdedb63de913387b502bee19b,abb30df339614118b0728ba40e31780e,5882,sao paulo,SP
10ae73e50835a14b4a281d2eb1792ac8,8e44f96c051e781c86cee504038ab204,11629,sao sebastiao,SP
991dfbe50e6444dc9f25c9f8d3562ceb,fe583fa349eada65507f4a724344f5d7,75830,mineiros,GO
2d144557245fd98dfdec25bdcafdba76,6f041ad60d1b98ad6ffa085775b93041,13082,campinas,SP
6821fda389d5e73f30e53114869e783a,c1d9e6bbbc34d8eabbaf75ec77de9eff,13417,piracicaba,SP
b0d8ffc1f570fed9489662b5a0378bd9,50353cb3dff3aa5646fabd41e30572da,26165,belford roxo,RJ
86461f32d75c88adf526de69438d0a9f,1fe7afd58ce8429c5a8d27bf8c24738f,38280,iturama,MG
59324caceae2cc1a5b246483864d7a95,53ccf70665dab6af0ae44b370d84b61e,27353,barra mansa,RJ
b8c0da58ebf21a0ab35a3df2033adbcf,8ac4ecbdab8d119d46ccff5adaf3db15,21931,rio de janeiro,RJ
bdd0f17022455a9b45e7d5db47fb6598,d83533715a8843e3a26adf36d889e9b7,14240,cajuru,SP
4394a1ffa060ff84464bcc24ce52e450,03f05c2a180d57b7451f87cb4864ba53,22795,rio de janeiro,RJ
440449ac8128b5cdf337acb522b7bcd8,dc7db033534dd88c993be14c98ac7de6,18610,botucatu,SP
2ef9aa87865d1090e352dcc1b116ac23,c76b9b7efd2e02d6c8627bf5ad450622,79002,campo grande,MS
412ef0bba96a560e2811cda36c9cc55e,50d59756373a395d180aa6414fcb99c2,83602,campo largo,PR
366c88e3ee5ed365c8529a9639c8b91c,8797820f6554668a5b835ff74cd077df,96400,bage,RS
2a3578db502c3ae037d92f70b089cd9b,167d383796431b64c2272cc414b9633b,87015,maringa,PR
f0244902c07b7c0799e468218579a925,147375750bdc81b55b75dc08daf84c8a,55022,caruaru,PE
538f5ebabc8b42ab3d71536066a64ed2,462bb3bbbb472504944511257137ebc8,40230,salvador,BA
dad584cca7b31bdbd93236182c9c9193,7f75745b4c2e50fbe27640c3949d0769,14810,araraquara,SP
964d7ea329d9be7d6001f7ba6e4c3304,6fe1eeba50adb26785158eef67c6ce38,81070,curitiba,PR
299f7b5125c8fbe1761a1b320c34fc7d,b8b3c435a58aebd788a477bed8342910,95585,arroio do sal,RS
20b482fe0f494bf34e0aeda7e9c33fce,4bb151996e2d125f227785d3e4c3ebc6,22440,rio de janeiro,RJ
045af42c1cdb848f5364dece77e9e08b,1b2d658aff066cc4c104cd74093101b6,96200,rio grande,RS
24fc6ae10363187c6761d4f8ad137cf7,f6139ab3e9e9100d5210dc8467c38663,46220,rio do antonio,BA
2323d9f72689f9da252e89663301435a,73278b59b2b5f03916ad797bd298a641,33035,santa luzia,MG
d465b125655487b477f02c1e613f5c80,f6ee8291b6a190067c03176e4b5ab465,87703,paranavai,PR
7117d38240c00f27406372087b55d1fc,e2f1970303ff34a3af0c1d4c587f6420,1229,sao paulo,SP
d01964b58144a472eb91b140dc47f659,2b775b75afa0be08220fb73a7e68df3b,29830,nova venecia,ES
61347faa162c1fbbcaf9020a7111a82b,de7cad0a39eabfa2285ef0b891ef404a,3877,sao paulo,SP
81d317725cbfabb49d0858e3c70db52b,df2162a9aaf73bf42e812408330969a0,13189,hortolandia,SP
bfab3ce69efcd5ed27377833a86bd7e0,9be47f0073690871caa1beada3ab06a9,30411,belo horizonte,MG
b065dfae5c48e97372da9efe325b9bfb,4394cce7a16aac93ea8f2c18124b1f92,31030,belo horizonte,MG
4dd59a7d17b585dd01c57a0898e7ac37,f2a4f4165b72d65a5e7d10bbce13cecf,17780,lucelia,SP
bcfd3b40a37ce48e8658f339cc31665c,68879d9986551c8c9e7bd1686195402d,39810,carai,MG
0509cd76cbe3a75f898826c212bb3b83,df92bfc8c606df2f1defedbd0b60a071,6310,carapicuiba,SP
1eff81ab2dabace9a165ce9346ba7ffc,4bbaf6f7a10a7e26a8777aa5cb6d5864,20950,rio de janeiro,RJ
0f93a71fb111947502dffea3365f5861,6ef12e7a9bd73d564cc2008945b9bc38,14025,ribeirao preto,SP
9452bc0fd2c071a21ea6fd2373fe0c23,7d3c23d715240f2f77f201483d3cb276,44001,feira de santana,BA
b67cb8c5de80a8934f7c8394c9ec3af4,54c7b4f48fb9e911bf328bf9884ca61d,56400,floresta,PE
e335e7e1fffa9b705d3453abb49890a7,8d11f32a56d967b7e09d3a5ed6cf9991,76873,ariquemes,RO
0f2ce860d58a0af36c83ac27a7b127fb,4105645a2e9d4e2452957b11df3a2a04,13190,monte mor,SP
3a9686af66e7ba1291b19d2e41d584ce,c85df1c6ef6f7bb605e1c49d34f172ee,78554,sinop,MT
dde1f7684ab290fb436ac60f0b33a6a4,0e0f83c35771f4b6e283a6e40bf11085,26041,nova iguacu,RJ
26545a1a15e77138e98380c49a76053a,eb9414e9c56dacd436c2b7a274b34983,29730,baixo guandu,ES
20e9296ee6e31e906dd832d82eed92ba,27f610da50d98eb94f1f0745606bc9f1,90560,porto alegre,RS
fc6970358133b4ddd73d4fe57cfe6737,f1d32fc4daad97978a28051b160ca25e,71015,brasilia,DF
b1b136ceac7fc54316f2280cd040ed6b,e3a5f5e65ff3b780847f89dcc81c344b,96508,cachoeira do sul,RS
3c99507a4adc8abe0200938654a09c68,8faaed9a13b8c78f9e4a589fecc2748c,84172,castro,PR
d2b091571da224a1b36412c18bc3bbfe,d699688533772c15a061e8ce81cb56df,4001,sao paulo,SP
5f174de9b3c05f164681fb0f3e47f453,e8bab621313ad2a3c0ce8e3a023ff9bb,13059,campinas,SP
acbb93f4802582a3ecc54a0934a8ab2e,9d74adedec2d8b3f568c85f97e0563c5,91130,porto alegre,RS
f1d4911942d2bc40d520ae47013a7643,804eb66464db178ab95f5f4ced1f4a9a,98400,frederico westphalen,RS
79a4c16fed29a84462e7b5c831464cca,e25ecad4f206325588f4b913642377eb,94451,viamao,RS
0dae7978fb6595f295dd3fd9ede02cda,0dd47ea03f3e61825df9e2bc94c292f1,30240,belo horizonte,MG
476a4abbe9551a54f5a9d06bccd2fca5,95ae9ff17e664d7e83d3d685e78935da,57445,sao jose da tapera,AL
f39c0bea10fec4cdc3138816747386fe,a40fd948c7052f309fbbb0c6e3d0999d,18048,sorocaba,SP
5d13d5b488df88681ff37ffcd135b1df,24058044dcbcb7313582db0305dbe7f4,1210,sao paulo,SP
ab46103abc25cb3dd1a256b455dd9eaa,60e25dc38171becdb0abd13aac4ece3f,90010,porto alegre,RS
60b8cd2121a9f39630be3a3a123d27fd,517b7fc61e9aa8194ad8f298c015e97d,5110,sao paulo,SP
a3cce16d1def5991f7314b717b373ab4,2e61a8d70f5bd8fa8dd742ed198aceaa,4742,sao paulo,SP
4fea6b3a96c9c399aef5540b38c7025b,f5add44bf786bd861fd6108d400cbaa5,4134,sao paulo,SP
2c3bd36048f62f4a89633435b5e2a094,eb6498bc3ebfad8980c0e5a34a996a46,6786,taboao da serra,SP
55542e8fcf627ac213a34c15ad1632a7,65a3525318158c0b3f6f83eac306cc6c,13568,sao carlos,SP
8f5669832169fa27323c99f919d7f4a2,7188cc3b360062622e43e67f4baf8132,23520,rio de janeiro,RJ
8da4c2f6272f4a9218d9dda0f025495c,940b5d5aac34067485a393d6c465d974,13031,campinas,SP
e6bee29442c761ff0dfb9a4414922a5c,728e4a7d0db4845270091ded0923c71f,80540,curitiba,PR
986bc7d65bbaf513d338a4459f4cacec,bfd615f5f37a0dfef82d7433fb229c9f,30320,belo horizonte,MG
1bf2f43d6cf4c045e9dcfd3b9a8cef53,a0da7b3e4040e0427f5880f11622ecb2,12062,taubate,SP
70adc37c97e196449a2b5dd84465c4b3,2f4caaa523ad6f3d695a5e698263cd05,60873,fortaleza,CE
f1b4e52c63caa18218f3d64e9f402638,712f57b0313fdcf9ebbae22e13082da8,32070,contagem,MG
25a742a013fa668dd2da9b49e7361a48,d84eef527886bcba5d813645e08918d3,40140,salvador,BA
f4d98068179c2289cd5f050f0ac67644,310647380793836bfa5b7b6b3f518423,14095,ribeirao preto,SP
7724757cff7bca2013491936a3b09344,4ca78f24f5fe67f9eb760373d100f78a,24360,niteroi,RJ
383b7ca1ab9eae02fb73bfb22590cfb6,2d6d1699603a346a292ffcaa3a20eb0a,2332,sao paulo,SP
7c029959cc691fbe5dba3ce8eee98d14,7582c4e0a81c88f5ea0ead98b083b876,13840,mogi-guacu,SP
9bd2f246e81c19f65c539ce426288ef5,d46eb9ba6d6b75c1dac85b91911fc9c2,3560,sao paulo,SP
7ec34e03cfead59804e2ae99d09014a6,e60599551efd9a16671ddf0668aea5f1,39280,buritizeiro,MG
021e84751ba0ead75b6d314a6ead88d9,9a58c55c10b4eb6c69fb0874d8beb466,23025,rio de janeiro,RJ
0b8d40b3e4564b081cddd81d7227344c,9c9db9057b02a4a1eb0d79e7caa1120f,4826,sao paulo,SP
2cd4fd79fa21cdab9cc8a7de105555ac,79aaa40216d464f6571c1ade510d094d,13060,campinas,SP
23227f94be082fdbf86795983cd4ff4f,a739e18da2ae060751cb8cff6313d729,2615,sao paulo,SP
31bb23e87b9ced322c87a42677a4723a,8de0e7de3b9206260785e2801ad4174c,13348,indaiatuba,SP
7ef43c3eb0d94e1f5e0a49b2f3bc34a9,8405f731b36baec7dfc9501225f9b117,3034,sao paulo,SP
a0474d5c284634e68266e32c11deb9b8,e482ebcde0089f879abe0634322f17fa,28970,araruama,RJ
54b307e9a6121f572faef4f220fbac3a,813585153cd8b4b6c06e576d818ec985,2802,sao paulo,SP
d44661372e501386cce8554861971115,5ad96d7a95788923e8ff455366a90015,12285,cacapava,SP
4236ba0e8837211a7c2d22719c96bf86,b525978184c53a6051f72e2343ffce0e,11065,santos,SP
7dab920e35ce0d5b1139e8999423fcc1,5df965670962764c4bb2dbd1ef8019a3,14620,orlandia,SP
17be06cc0afabcda984a489259f61d42,62a90409f4c921a01d4422c4f79a0543,71660,brasilia,DF
1a5f9e24a9605dc54ffd4eec8835be86,7cd82b098982a246bc758a0241267b80,20720,rio de janeiro,RJ
f6cc975f9ed5f7d6d78d5f8ac711a7ac,8cfecfbbdad82f1281686a54caf46dbb,37170,boa esperanca,MG
04c70b7e1a619d16dbd79757e543cc59,c0c0c50de0f9c7089f7de06b69577afc,12070,taubate,SP
cecb0cabf6394829a7de181e95a08ad6,63d9c37bacc98b56edcd3779d54bb3e7,30240,belo horizonte,MG
fe196aba95e52d084e7bb60dbd8a23f1,93b4c8bdafa9877757c77b519415d274,89130,indaial,SC
1a8634298e40d90da9a1b11d1434cf2b,734392e6ad28a23030c6d151fa2193a9,40150,salvador,BA
f420ea368e90d1796c8a75c5a65f431e,09ef00803a68d4321a1b25d4174552a0,91240,porto alegre,RS
2ab885f5c189c548b974c71966554173,472a149da00ab76966375b76601af3e3,13255,itatiba,SP
0b425602b5219a3697993d0d8595e414,20315d2fd2943f5ee5fd4b4cac993a7b,88806,criciuma,SC
