product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
334995514673fb6bae67885458b52984,utilidades_domesticas,37.0,261.0,2.0,250.0,25.0,25.0,25.0
4c505e52bedf9651c08793647c925e65,cama_mesa_banho,58.0,744.0,1.0,350.0,16.0,10.0,16.0
c23381297fa734ea441a15d723199fb5,informatica_acessorios,60.0,789.0,4.0,200.0,20.0,20.0,20.0
ef76ea9ee88ad60b9680c7635f2baaa8,bebidas,57.0,497.0,1.0,200.0,20.0,9.0,14.0
09c3d39641970009c198caed304ccfc4,bebes,52.0,1659.0,1.0,300.0,68.0,7.0,13.0
a453b4ccccf554efba31d5ada5a59a60,telefonia,60.0,818.0,6.0,300.0,17.0,4.0,12.0
3488d2ce36e718097c1509444289ef7f,perfumaria,40.0,1176.0,1.0,514.0,18.0,12.0,15.0
62224b433a431310bf27129938ad9f64,esporte_lazer,28.0,733.0,6.0,700.0,49.0,12.0,27.0
f86faff2fff9d021e363dc81bfd16930,cool_stuff,53.0,304.0,1.0,900.0,25.0,10.0,25.0
b23cfa104a0f297458ecebea590a33d5,telefonia,46.0,660.0,2.0,100.0,19.0,3.0,11.0
4c7d111494b1116a2bec5e2d940e3439,consoles_games,39.0,319.0,4.0,300.0,23.0,3.0,11.0
a314a62cff3e5725f545fa263aed7a7b,cama_mesa_banho,48.0,120.0,1.0,300.0,40.0,4.0,30.0
8eed5d27f5b8c6248731efb4782f6141,automotivo,41.0,1510.0,1.0,2800.0,16.0,2.0,11.0
70c325280f670aee445babb3400cf804,moveis_decoracao,51.0,535.0,1.0,250.0,35.0,5.0,25.0
f3dadecca4b876a315481c79b8adcf16,pet_shop,50.0,365.0,3.0,300.0,24.0,12.0,12.0
bcb815bba008d89458e428078c0b9211,,,,,150.0,16.0,2.0,11.0
f9f899bf492ac59cf645a6c93eb91e05,moveis_decoracao,29.0,764.0,1.0,6267.0,36.0,40.0,36.0
2ca9132c1c90ff5060c3ff9047904e5a,esporte_lazer,43.0,877.0,1.0,2120.0,26.0,25.0,25.0
17da5d80ea0eeabd565083183027d588,bebidas,59.0,879.0,1.0,700.0,20.0,20.0,20.0
b5d214651360e2d58e13b48ae69c6199,bebes,46.0,1654.0,6.0,10400.0,100.0,23.0,27.0
41ae9f1ae64408cbe2b980a3227f04b3,papelaria,55.0,1349.0,2.0,1000.0,27.0,10.0,20.0
955821b9200f75f399d091f381821044,eletrodomesticos,47.0,82.0,1.0,150.0,20.0,13.0,15.0
46a44fef61c4835cb2cc8f39f0ce0752,utilidades_domesticas,63.0,261.0,2.0,250.0,20.0,9.0,12.0
12827caf723c4ff8030d64dcffe3cdab,beleza_saude,59.0,3939.0,6.0,150.0,28.0,13.0,12.0
2b1e141d70cf9e03eae19784eb427c24,informatica_acessorios,57.0,761.0,1.0,400.0,16.0,21.0,15.0
f102842fbe436027eeeb7fc76d3063aa,consoles_games,59.0,434.0,3.0,350.0,20.0,20.0,20.0
5b706747080dcd34b3ebd803c25ccd65,relogios_presentes,52.0,654.0,4.0,340.0,47.0,13.0,13.0
1b726b3b028ce5af355fc94c066520d7,eletrodomesticos,60.0,230.0,1.0,425.0,39.0,17.0,39.0
67085b88a68c08cfe73132310f0574f3,moveis_decoracao,57.0,209.0,11.0,800.0,40.0,8.0,35.0
7c1043bb5837db0c6bc1953419a18628,papelaria,59.0,495.0,7.0,800.0,22.0,7.0,15.0
f66bfba86b78fa48e0834bb209e1555a,cama_mesa_banho,32.0,306.0,1.0,1950.0,58.0,15.0,46.0
386486367c1f9d4f587a8864ccb6902b,cama_mesa_banho,54.0,120.0,1.0,835.0,40.0,9.0,33.0
0de11423be68ad641c9be1135450074c,cool_stuff,63.0,877.0,6.0,7000.0,22.0,52.0,27.0
35255921c732e0e9319097469d856cd5,relogios_presentes,54.0,630.0,6.0,400.0,18.0,11.0,15.0
ed9b924bdbd0fd22c60aba6dddfbb6e5,audio,60.0,1046.0,1.0,675.0,22.0,9.0,16.0
fc37e09bb4dadd1eef5e92e954b1c72e,bebes,51.0,1243.0,2.0,500.0,30.0,6.0,23.0
3f9d819e1669be4865fdcd717968bb4e,informatica_acessorios,23.0,1036.0,2.0,200.0,16.0,2.0,11.0
c244b71b9f393724eaf2792a96427931,moveis_decoracao,59.0,589.0,1.0,400.0,17.0,8.0,17.0
cc68bcd2a2720e95aef8b6cb71f62ed9,esporte_lazer,54.0,660.0,1.0,154.0,17.0,10.0,13.0
9fa0c72476690fbc66bcacc498fe7fd6,informatica_acessorios,34.0,1122.0,2.0,100.0,18.0,11.0,14.0
1fa4ef78e1b8f0afea31e4ae9578affd,cama_mesa_banho,55.0,739.0,1.0,1600.0,40.0,20.0,20.0
4079a95ae53890e5c268117864020aa8,cama_mesa_banho,60.0,298.0,1.0,2350.0,33.0,7.0,37.0
9ff668529410eefd5bca723acb4834c1,moveis_decoracao,59.0,439.0,1.0,1800.0,30.0,6.0,20.0
f0ea71b6e2ab4cb3bd8f5ba522a25a56,,,,,1300.0,30.0,20.0,30.0
43267ceb81c34b7d49decd624671ccfa,ferramentas_jardim,54.0,2155.0,1.0,509.0,17.0,13.0,13.0
54af11c815f92135fb554bd9c97dd418,cama_mesa_banho,57.0,520.0,1.0,950.0,29.0,10.0,25.0
37d2e3656244fd840ebd0460360455cd,papelaria,36.0,215.0,1.0,700.0,45.0,10.0,31.0
f50df9b142a624bf4c4d8495489a207e,brinquedos,60.0,804.0,1.0,600.0,23.0,25.0,20.0
121b9686b9929855d823981fc655a6fe,utilidades_domesticas,55.0,747.0,1.0,6250.0,53.0,23.0,28.0
c2aedc6c0521b9c1fd928f2b2375d5d6,telefonia_fixa,28.0,1252.0,3.0,400.0,20.0,30.0,11.0
60bb4500843105345ef9541e59a7a87a,cama_mesa_banho,58.0,871.0,1.0,1200.0,40.0,10.0,37.0
9dbf7eb5228b2070008a2e331b114512,informatica_acessorios,35.0,1101.0,1.0,250.0,42.0,2.0,30.0
29c131c43e662b738339aafcc0ba00fc,moveis_decoracao,32.0,926.0,1.0,600.0,17.0,17.0,17.0
01cf8c7364048b4b6ed0fe400667054d,brinquedos,42.0,241.0,1.0,1200.0,30.0,16.0,20.0
233ad2cdae25fbf46f0d090b678d23f4,market_place,53.0,213.0,3.0,775.0,35.0,9.0,15.0
6c90c0f6c2d89eb816b9e205b9d6a36a,informatica_acessorios,41.0,260.0,1.0,775.0,21.0,18.0,26.0
1cac2c9aee1db62c108da2205880e09c,utilidades_domesticas,55.0,536.0,1.0,600.0,28.0,18.0,17.0
d0f5d2822e06a19526cb384022af2a9a,moveis_decoracao,55.0,743.0,1.0,2200.0,34.0,8.0,22.0
2d6676e04aac85ce66dcf8d0529f4012,perfumaria,46.0,458.0,1.0,500.0,20.0,12.0,15.0
33202a8e7a645388c41ed714203d7131,alimentos,45.0,911.0,1.0,3350.0,20.0,21.0,20.0
99b4596b82b6f75d453160c9c75e01f4,artigos_de_festas,36.0,378.0,1.0,1550.0,23.0,17.0,18.0
b73e7ccdd22c0bb891a93ec7d80b717f,esporte_lazer,44.0,233.0,5.0,461.0,18.0,10.0,14.0
3647983375e701c3f089068b5fc0cf98,automotivo,60.0,1146.0,1.0,4000.0,65.0,25.0,25.0
0776155007ad20447a0b0f91d4aad644,alimentos_bebidas,42.0,2263.0,6.0,1000.0,28.0,13.0,13.0
83ef44e104d09603c783f1cc00cff82a,relogios_presentes,58.0,591.0,1.0,500.0,16.0,11.0,11.0
c8aa3a6754ab1ad362858eca26f58c8b,cama_mesa_banho,64.0,409.0,2.0,10900.0,45.0,15.0,35.0
53b36df67ebb7c41585e8d54d6772e08,relogios_presentes,33.0,523.0,3.0,584.0,16.0,11.0,13.0
b5075db67f027daed66cc97a6626a7b8,cama_mesa_banho,58.0,663.0,1.0,4200.0,34.0,10.0,38.0
4a0c2a56e65c941a0bb9874c47dd66d8,cama_mesa_banho,58.0,2375.0,6.0,1400.0,30.0,20.0,26.0
6b1b29dd58c0342e04f9063e070bd6ac,cool_stuff,52.0,894.0,1.0,2250.0,34.0,52.0,30.0
1e56c680b07833e85fec6904b2c7e4b8,pet_shop,58.0,502.0,4.0,200.0,27.0,9.0,26.0
d389bacae4eb98af95b782dae3b7f03a,relogios_presentes,50.0,589.0,2.0,600.0,19.0,10.0,15.0
98600823ba81f3ba76386dac7c31ee06,beleza_saude,47.0,1115.0,3.0,125.0,24.0,12.0,20.0
036734b5a58d5d4f46b0616ddc047ced,telefonia,58.0,751.0,5.0,300.0,17.0,4.0,12.0
893c4e4b07dcb5a590645ddeb8894cb5,moveis_cozinha_area_de_servico_jantar_e_jardim,60.0,137.0,1.0,16900.0,40.0,30.0,40.0
a22f707cfd269773138c3bf3a43f6180,moveis_decoracao,25.0,253.0,3.0,7000.0,25.0,25.0,25.0
87aa68bb4f8c5d53b7a6a496ce10d86c,pet_shop,55.0,703.0,1.0,1500.0,50.0,30.0,33.0
a1766f2d27b4e90a0d78d8e115295399,perfumaria,58.0,942.0,2.0,450.0,16.0,16.0,22.0
a1fcd4b731530eed7fa5531f3f0c2fe0,cama_mesa_banho,51.0,231.0,1.0,2100.0,40.0,6.0,29.0
57b46ac6f5503699255bab6cdde8222f,cama_mesa_banho,58.0,184.0,1.0,3000.0,55.0,25.0,35.0
d31bf2a9527a3b785e229da07cbb86af,utilidades_domesticas,30.0,299.0,2.0,250.0,16.0,23.0,14.0
2eb9b2ef7c1da3c7b99702452ea4729f,tablets_impressao_imagem,64.0,547.0,3.0,300.0,26.0,3.0,26.0
693567e68c0e3d72dc3ae88159aeed6c,moveis_decoracao,54.0,315.0,1.0,303.0,14.0,14.0,28.0
94e25ee525bdcdce608d423d902a0372,alimentos_bebidas,58.0,457.0,3.0,2950.0,17.0,22.0,17.0
bcac2cdcd851929a5caa3e1508d5abc9,utilidades_domesticas,45.0,928.0,1.0,800.0,39.0,6.0,28.0
1cee940750667f29c969974d268656f8,beleza_saude,41.0,1918.0,1.0,580.0,39.0,11.0,15.0
ca4a58d8a97a4e1c5822292d4cfcb4b6,fashion_bolsas_e_acessorios,35.0,385.0,1.0,100.0,17.0,3.0,12.0
ace5d86cf1ac63cdb76f49e5cd23d2f8,moveis_decoracao,60.0,473.0,1.0,600.0,30.0,4.0,20.0
b61d1388a17e3f547d2bc218df02335b,,,,,350.0,16.0,6.0,11.0
385a33a408e9c35c9fbc2025c12f3784,informatica_acessorios,52.0,967.0,1.0,220.0,22.0,13.0,12.0
337be49673e511e2bd38d390cf57d7c4,relogios_presentes,53.0,542.0,2.0,400.0,16.0,11.0,20.0
85d187257cdbf2692d10649a11c7e78b,malas_acessorios,47.0,414.0,1.0,2000.0,35.0,27.0,12.0
8bf5b1e066d9fb2a639f8f69d55a370d,automotivo,55.0,1440.0,1.0,575.0,20.0,10.0,15.0
4a9947ec1fcec2b3321193ed5590e8cb,relogios_presentes,42.0,576.0,3.0,300.0,16.0,2.0,20.0
d0c59b22539b0b391e5834a1dae7caa8,brinquedos,35.0,272.0,2.0,350.0,19.0,22.0,17.0
4df4e2fa82369cf0ba8bb28833d44848,moveis_decoracao,49.0,199.0,4.0,650.0,19.0,20.0,15.0
4c35791f944cf1550e8ae288b3f9e258,informatica_acessorios,53.0,514.0,3.0,424.0,25.0,10.0,19.0
ea697d5bbca113fdf96cf66f7aa135c8,beleza_saude,36.0,668.0,1.0,650.0,16.0,40.0,11.0
c76ce8f19e21cfc8226f0551ed5da750,cool_stuff,54.0,940.0,1.0,1800.0,42.0,25.0,15.0
557484a8965bdc4e548658239f7663fd,ferramentas_jardim,52.0,1493.0,6.0,4000.0,30.0,21.0,24.0
70cc46ccdfff951dd7829395bce256ca,ferramentas_jardim,54.0,1318.0,1.0,700.0,30.0,10.0,20.0
06ce9c3e61c7a07f872f8317a7dc534d,beleza_saude,42.0,3887.0,1.0,100.0,16.0,8.0,11.0
995e25d9b46dee183004994645768d95,esporte_lazer,57.0,722.0,4.0,500.0,16.0,15.0,20.0
9d358fd2a77935cffa32834b50cfb21e,cool_stuff,53.0,953.0,1.0,1200.0,42.0,25.0,15.0
de907886b218bfa2e0097c1fdff81785,eletronicos,60.0,443.0,2.0,100.0,22.0,4.0,11.0
7ce49c8945602088c4c4ca3e0ceb8244,,,,,1400.0,35.0,3.0,35.0
98bf9f3941be6afbca9ea37f8eb0c466,pet_shop,40.0,287.0,6.0,1400.0,20.0,16.0,22.0
c857b96593773e940454e76efa8eabb3,moveis_decoracao,55.0,133.0,1.0,700.0,35.0,4.0,30.0
165c9d7f2d58ca8e4af9381c0b0226a4,eletronicos,34.0,279.0,4.0,417.0,17.0,9.0,15.0
39fbb313b6c8c6cc28e358f37e3068c1,relogios_presentes,57.0,500.0,1.0,300.0,16.0,11.0,11.0
88ef4dcecbad145f927ebce34fbdde97,brinquedos,36.0,1588.0,4.0,2050.0,47.0,13.0,24.0
a669398f595527fc03acc1ebda6b3cce,beleza_saude,58.0,905.0,2.0,300.0,20.0,10.0,15.0
44feb28a74abb0f2f303412d60160750,livros_tecnicos,40.0,1120.0,1.0,500.0,25.0,3.0,18.0
c47d256557f7fa30144ecea5722eebc2,papelaria,59.0,307.0,2.0,8350.0,38.0,30.0,28.0
a8115d34a4b7b74388da609692162c37,informatica_acessorios,34.0,1080.0,2.0,250.0,41.0,2.0,29.0
418b40c9e83b7e5ac79e4a7ef975ebbe,eletrodomesticos_2,47.0,796.0,3.0,7300.0,82.0,10.0,54.0
d248fe1e952b5b5d62572369cc23ac3c,relogios_presentes,34.0,608.0,3.0,600.0,23.0,19.0,15.0
d0688f07b0aa9bfd7535de718425d8f5,papelaria,47.0,167.0,4.0,800.0,35.0,10.0,55.0
ae8a92195eb75e94998a210eeb51693e,esporte_lazer,43.0,513.0,1.0,400.0,30.0,5.0,20.0
29e4631be78811ab993ae12613053b53,automotivo,58.0,623.0,1.0,3100.0,70.0,8.0,70.0
03894c9a40bf32b84a349ef0ddfccc1d,utilidades_domesticas,59.0,675.0,1.0,20300.0,44.0,93.0,30.0
ea44caac707f7f1325182a538007f838,bebes,59.0,809.0,5.0,6600.0,45.0,25.0,35.0
f71c0f4ee48321ba6b82205b2fc9e08f,moveis_decoracao,30.0,669.0,4.0,975.0,35.0,25.0,21.0
90f97298579cd20412fdcc9b7a2d4b6b,alimentos_bebidas,31.0,502.0,1.0,475.0,20.0,16.0,13.0
f6bd73f359ad6b91076b19cc0b70b44a,informatica_acessorios,60.0,878.0,5.0,1050.0,29.0,16.0,18.0
da77fdd937aba84787dbbba9231f79f8,automotivo,59.0,1655.0,3.0,550.0,16.0,21.0,18.0
7642ddbf174d9a97119510f56be6c201,brinquedos,55.0,1131.0,3.0,1950.0,30.0,35.0,35.0
d0fac709247e97e9b44a5351891ef9f3,automotivo,60.0,968.0,3.0,800.0,16.0,16.0,11.0
31a2f42a87890f87d77daebdfabc182e,brinquedos,58.0,419.0,5.0,1700.0,30.0,35.0,25.0
19998f21eb0c32c91d5530613a490f41,relogios_presentes,49.0,705.0,2.0,500.0,23.0,15.0,19.0
15a9e834e89eab39d973492882c658d6,cama_mesa_banho,52.0,530.0,6.0,949.0,30.0,20.0,26.0
1fd5b8526b883f92d22dc09cda3031e3,cama_mesa_banho,54.0,123.0,2.0,350.0,70.0,8.0,45.0
e145fe0be63a7cfdb3b2d57c6769cec1,eletrodomesticos,54.0,246.0,1.0,100.0,18.0,8.0,13.0
b41f1b93d5b478ecc56bcd6285c3a696,esporte_lazer,57.0,1537.0,5.0,450.0,30.0,10.0,30.0
a8d952e8e5436a6fe36d24c402d100de,telefonia,60.0,540.0,6.0,300.0,17.0,4.0,11.0
7dcc2e60786a27f4a3115fdf666b81fe,fashion_bolsas_e_acessorios,60.0,487.0,15.0,500.0,20.0,10.0,20.0
822c9ab05e9b8114704a5b2cd8639585,perfumaria,49.0,300.0,1.0,520.0,24.0,13.0,17.0
836c4b48c2b383bb38bb5788f828c596,fashion_underwear_e_moda_praia,47.0,187.0,2.0,100.0,26.0,5.0,18.0
189e539d996a9b8ba4bba1a140a024a7,beleza_saude,59.0,763.0,2.0,300.0,20.0,10.0,15.0
f2f960ea3804c29b5e5834c34082a0f4,fashion_esporte,51.0,511.0,2.0,200.0,16.0,12.0,12.0
8934769521d632e65c27992662f05673,cool_stuff,26.0,1105.0,3.0,200.0,17.0,4.0,13.0
ace77a1ab97b16e1947ee74c5f2d8c64,market_place,50.0,312.0,9.0,600.0,29.0,12.0,23.0
50f1880f1989251727fbbfe8c0a346a6,cool_stuff,54.0,661.0,2.0,1450.0,42.0,25.0,15.0
9bda44a359c6f3c4a011c470eaa1708c,perfumaria,37.0,531.0,1.0,500.0,16.0,16.0,16.0
ec22e13f6e6798a040b5e4db9d434e59,brinquedos,43.0,223.0,1.0,350.0,45.0,15.0,35.0
7736ea239e147291f6adb766c992beb1,cama_mesa_banho,46.0,128.0,1.0,250.0,40.0,4.0,30.0
a8c6a80cff824c02863660b09d8a5502,perfumaria,37.0,641.0,1.0,200.0,16.0,3.0,12.0
5aa4825c48568a0e84cbb5a84fe0b533,informatica_acessorios,59.0,211.0,2.0,700.0,30.0,12.0,12.0
672bdce161930b1c72890c619224376a,fashion_bolsas_e_acessorios,27.0,542.0,2.0,1000.0,20.0,20.0,20.0
977f845fc71d6dfd5af3a0aaaabf2161,bebes,46.0,1947.0,4.0,10000.0,50.0,34.0,50.0
ce195678bb5445bf68a272e3aeb5bb69,esporte_lazer,54.0,1186.0,1.0,3800.0,31.0,31.0,31.0
c702ae743958a81cd230189d4e72674c,informatica_acessorios,41.0,344.0,2.0,183.0,23.0,14.0,14.0
bb1ee1154c7f9b5329328e3fab9e6bb2,papelaria,54.0,983.0,5.0,8800.0,32.0,5.0,40.0
6e1b14d3cbb5fb3a2c00351007127dfd,cool_stuff,55.0,985.0,1.0,1625.0,44.0,24.0,32.0
00de7f393d962717eeeb2d7131a40dba,telefonia,47.0,816.0,2.0,300.0,16.0,5.0,12.0
884b444b6ef19272ab3adf358afcc921,cool_stuff,25.0,258.0,1.0,10600.0,57.0,34.0,37.0
2d27434c710806b971a721da337a112a,relogios_presentes,58.0,401.0,2.0,200.0,16.0,2.0,20.0
e502a4cfd9526d141774f8f7b3d2f782,informatica_acessorios,59.0,129.0,2.0,100.0,16.0,8.0,11.0
159d2dfef362b9ad87fc748aeca593e8,esporte_lazer,31.0,792.0,3.0,400.0,23.0,20.0,15.0
45f68d6b5c1bdaeb13882fdcb62e4e47,bebes,57.0,1644.0,3.0,500.0,23.0,33.0,11.0
2944c269bc95271a46f4c63f07149b0a,cool_stuff,58.0,681.0,3.0,275.0,16.0,16.0,13.0
5cd053141f4add1fc0a9ea4fb43242db,beleza_saude,49.0,1490.0,1.0,850.0,31.0,14.0,20.0
d1ff1a1223a2739d17005c9f4c4a40b6,papelaria,59.0,240.0,3.0,10100.0,28.0,55.0,37.0
